incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,WARD,DISTRICT,type_level
20BU004861,Disturbance,Quality of Life,3/8/20 17:33,Pine St,911,0,0,0,0,D,Downtown,44.47417797,-73.21724421,5,South,Type 2
20BU004862,Found/Lost Property,Public Service,3/8/20 17:37,Church St/Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47437053,-73.21322718,3,Central,Type 1
20BU004863,Animal Problem,Animal,3/8/20 17:40,Park St/Myrtle St,Phone,0,0,0,0,B,OldNorthEnd,44.48390655,-73.21997507,3,Central,Type 1
20BU004864,Disturbance,Quality of Life,3/8/20 17:42,Cherry St/Pearl St,Phone,0,0,0,0,D,Downtown,44.47884011,-73.21058215,3,Central,Type 2
20BU004865,Welfare Check,Public Service,3/8/20 17:59,College St,Phone,0,0,0,0,D,Downtown,44.4751646,-73.21278708,3,Central,Type 2
20BU004867,Disturbance,Quality of Life,3/8/20 18:04,Skatepark,Phone,0,0,0,0,D,Downtown,44.48196803,-73.22297224,3,Central,Type 2
20BU004868,Intoxication,Quality of Life,3/8/20 19:26,S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47448447,-73.20997071,6,South,Type 1
20BU004869,Disturbance,Quality of Life,3/8/20 19:39,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48615586,-73.2114466,2,Central,Type 2
20BU004870,Intoxication,Quality of Life,3/8/20 19:42,S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47487099,-73.20998674,3,Central,Type 1
20BU004871,Mental Health Issue,Public Service,3/8/20 19:47,Lake St,Phone,1,0,0,0,B,OldNorthEnd,44.48250745,-73.22408263,3,Central,Type 2
20BU004872,Domestic Disturbance,Domestic,3/8/20 19:55,NA,Phone,1,0,1,1,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU004873,Suspicious Event,Public Service,3/8/20 20:43,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47886871,-73.21097007,8,East,Type 1
20BU004874,TRO/FRO Service,Court Order,3/8/20 21:13,NA,Phone,0,0,0,0,D,Downtown,NA,NA,8,East,Type 3
20BU004875,Mental Health Issue,Public Service,3/8/20 21:21,North Ave,Phone,1,0,0,1,B,OldNorthEnd,44.48391967,-73.2228686,3,Central,Type 2
20BU004876,911 Hangup,Other,3/8/20 21:25,Intervale Rd/Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48984642,-73.2019752,1,East,Type 2
20BU004877,Foot Patrol,Public Service,3/8/20 22:38,Marketplace,Phone,0,0,0,0,D,Downtown,44.47972727,-73.21466158,3,Central,Type 1
20BU004878,Vandalism,Property,3/8/20 22:48,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47544237,-73.21413256,3,Central,Type 1
20BU004879,Assault - Simple,Assault,3/8/20 22:53,Church St/Bank St,Phone,0,0,0,1,D,Downtown,44.47945654,-73.21418577,3,Central,Type 3
20BU004880,Traffic,Motor Vehicle,3/8/20 23:39,Loomis St/N Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.48226758,-73.20743318,1,East,Type 1
20BU004881,Traffic,Motor Vehicle,3/8/20 23:51,N Winooski Ave/Archibald St,Phone,0,0,0,0,B,OldNorthEnd,44.48902621,-73.20787642,2,Central,Type 1
20BU004882,Noise,Quality of Life,3/9/20 0:10,Cambrian Way,Phone,0,0,0,0,B,OldNorthEnd,44.49245851,-73.22959881,4,North,Type 1
20BU004883,Traffic,Motor Vehicle,3/9/20 0:33,N Winooski Ave/Decatur St,Phone,0,0,0,0,B,OldNorthEnd,44.48514913,-73.21112143,2,Central,Type 1
20BU004884,Traffic,Motor Vehicle,3/9/20 0:45,Riverside Ave/Hillside Ter,Phone,0,0,0,0,C,UniversityHillSection,44.4886328,-73.19667214,1,East,Type 1
20BU004885,Intoxication,Quality of Life,3/9/20 0:54,Ave B,Phone,0,0,0,0,A,NewNorthEnd,44.50670457,-73.24292498,7,North,Type 1
20BU004886,Intoxication,Quality of Life,3/9/20 2:59,North Ave/Loaldo Dr,Phone,0,0,0,0,A,NewNorthEnd,44.5158298,-73.25595132,4,North,Type 1
20BU004887,Threats/Harassment,Other,3/9/20 4:07,Conger Ave B,Phone,0,0,0,0,E,SouthEnd,44.4618863,-73.22037532,5,South,Type 2
20BU004888,Welfare Check,Public Service,3/9/20 5:48,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44878992,-73.21010479,5,South,Type 2
20BU004889,Found/Lost Property,Public Service,2/25/20 16:36,Church Street,Online Report,0,0,0,0,D,Downtown,44.47847002,-73.21245253,3,Central,Type 1
20BU004890,Suspicious Event,Public Service,3/9/20 7:31,N Winooski Ave,911,0,0,0,0,C,UniversityHillSection,44.48629119,-73.21127548,2,Central,Type 1
20BU004891,Vandalism,Property,3/9/20 7:35,Austin Dr,Phone,0,0,0,0,E,SouthEnd,44.4527142,-73.21921726,5,South,Type 1
20BU004892,Animal Problem,Animal,3/9/20 8:27,Manhattan Dr/ Spring St,911,0,0,0,0,B,OldNorthEnd,44.48960887,-73.21673905,2,Central,Type 1
20BU004893,911 Hangup,Other,3/9/20 8:31,Bank St,911,0,0,0,0,D,Downtown,44.47876947,-73.21397133,3,Central,Type 2
20BU004894,Traffic,Motor Vehicle,3/9/20 9:37,Battery St/Pearl St,Phone,0,0,0,0,D,Downtown,44.4820396,-73.21954495,3,Central,Type 1
20BU004895,Community Outreach,Public Service,3/9/20 9:40,North Ave,Phone,0,0,1,0,B,OldNorthEnd,44.48376328,-73.22115681,3,Central,Type 1
20BU004896,Community Outreach,Public Service,3/9/20 10:21,Cherry St,Phone,0,0,1,0,D,Downtown,44.47887981,-73.21754849,3,Central,Type 1
20BU004897,Crash - Non-Investigated,Motor Vehicle,3/9/20 10:25,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.49157755,-73.22809001,7,North,NA
20BU004898,Assist - Agency,Assist,3/9/20 10:40,Grant St/N Winooski Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48421648,-73.21201259,2,Central,Type 2
20BU004899,Arrest on Warrant,Court Order,3/9/20 10:52,Pearl St/George St,Phone,0,0,0,0,D,Downtown,44.48063301,-73.21633413,3,Central,Type 1
20BU004900,Traffic,Motor Vehicle,3/9/20 11:00,Riverside Ave/N Prospect St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.4870348,-73.2019817,1,East,Type 1
20BU004901,Mental Health Issue,Public Service,3/9/20 11:03,North Ave,In Person,1,0,0,0,B,OldNorthEnd,44.48128768,-73.22054547,3,Central,Type 2
20BU004902,911 Hangup,Other,3/9/20 11:03,St Paul St,Phone,0,0,0,0,D,Downtown,44.47943407,-73.21476882,3,Central,Type 2
20BU004903,Mental Health Issue,Public Service,3/9/20 11:10,St Paul St,In Person,0,0,0,0,E,SouthEnd,44.47331522,-73.21404361,6,South,Type 2
20BU004904,SRO Activity,Public Service,3/9/20 11:27,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49551094,-73.23446826,4,North,Type 1
20BU004905,Traffic,Motor Vehicle,3/9/20 11:33,Hickock Pl/ N Union St,Officer/Radio,0,0,0,0,NA,NA,44.47960986,-73.20986526,2,Central,Type 1
20BU004906,Mental Health Issue,Public Service,3/9/20 11:49,Cherry St/St Paul St,Phone,1,0,0,0,D,Downtown,44.47733158,-73.21367929,3,Central,Type 2
20BU004907,Threats/Harassment,Other,3/9/20 12:04,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48117574,-73.21654228,3,Central,Type 2
20BU004908,Ordinance Violation - Other,Quality of Life,3/9/20 12:26,S Winooski Ave/Main St,Phone,0,0,0,1,D,Downtown,44.47541722,-73.21239761,3,Central,Type 1
20BU004909,Ordinance Violation - Other,Quality of Life,3/9/20 12:32,Bank St/S Winooski Ave,Officer/Radio,0,0,0,0,D,Downtown,44.47634304,-73.21308799,8,East,Type 1
20BU004910,Foot Patrol,Public Service,3/9/20 12:39,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47923364,-73.21503194,3,Central,Type 1
20BU004911,Foot Patrol,Public Service,3/9/20 13:00,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4760898,-73.21395068,3,Central,Type 1
20BU004912,Overdose,Drugs,3/9/20 13:13,Cherry St,911,0,0,0,0,D,Downtown,44.48131353,-73.2167777,3,Central,Type 3
20BU004913,Threats/Harassment,Other,3/9/20 13:14,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48323433,-73.21120281,2,Central,Type 2
20BU004914,Search Warrant,Court Order,3/9/20 13:15,North St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48468195,-73.21517104,3,Central,Type 1
20BU004915,Foot Patrol,Public Service,3/9/20 13:36,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47860455,-73.21237199,3,Central,Type 1
20BU004916,Larceny - from Motor Vehicle,Property,2/26/20 9:05,Pearl St,Online Report,0,0,0,0,C,UniversityHillSection,44.48152279,-73.20855991,8,East,Type 1
20BU004917,Suspicious Event,Public Service,2/26/20 9:55,Loomis St,Online Report,0,0,0,0,C,UniversityHillSection,44.48277168,-73.20654445,2,Central,Type 1
20BU004918,Domestic Disturbance,Domestic,3/9/20 13:54,NA,Phone,0,0,1,0,D,Downtown,NA,NA,3,Central,Type 3
20BU004919,Community Outreach,Public Service,3/9/20 13:54,Cherry St,Phone,0,0,0,0,D,Downtown,44.47951737,-73.21839678,3,Central,Type 1
20BU004920,Intoxication,Quality of Life,3/9/20 14:06,North Beach/Bikepath,Phone,0,0,0,0,A,NewNorthEnd,44.49380485,-73.23973513,4,North,Type 1
20BU004921,Crash - LSA,Motor Vehicle,2/26/20 10:37,Spear St,Online Report,0,0,0,0,NA,NA,44.47147902,-73.19078563,NA,NA,NA
20BU004922,Threats/Harassment,Other,3/9/20 14:17,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48558904,-73.20699509,2,Central,Type 2
20BU004923,Suspicious Event,Public Service,3/9/20 14:20,Ethan Allen Pkwy,Phone,0,0,0,0,A,NewNorthEnd,44.51219956,-73.24392823,7,North,Type 1
20BU004924,Crash - LSA,Motor Vehicle,2/26/20 11:18,Flynn Ave,Online Report,0,0,0,0,E,SouthEnd,44.45407567,-73.21423487,5,South,NA
20BU004925,Assist – Motorist,Motor Vehicle,3/9/20 14:29,Cherry St/Battery St,Phone,0,0,0,0,D,Downtown,44.47992668,-73.21741534,3,Central,NA
20BU004926,Traffic,Motor Vehicle,3/9/20 14:35,Patchen Rd/Valley Ridge Rd,Officer/Radio,0,0,0,0,NA,NA,44.48072394,-73.17967084,NA,NA,Type 1
20BU004927,Stolen Vehicle,Property,3/9/20 14:45,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47962326,-73.19335887,1,East,Type 1
20BU004928,Crash - Property damage only,Motor Vehicle,3/9/20 14:50,Howard St/St Paul St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46745825,-73.20893695,6,South,NA
20BU004929,Welfare Check,Public Service,3/9/20 14:58,S Winooski Ave,Phone,1,0,0,0,D,Downtown,44.47536095,-73.21133948,6,South,Type 2
20BU004930,Arrest on Warrant,Court Order,3/9/20 15:00,Maple St,Phone,0,0,0,0,E,SouthEnd,44.47487665,-73.20765257,6,South,Type 1
20BU004931,Crash - Property damage only,Motor Vehicle,3/9/20 15:05,Shelburne Rd/189,Phone,0,0,0,0,E,SouthEnd,44.45098538,-73.21017724,5,South,NA
20BU004932,Property Damage,Property,3/7/20 15:56,S Prospect St/Maple St,Online Report,0,0,0,0,E,SouthEnd,44.47548774,-73.19863922,6,South,Type 1
20BU004933,Assist – Motorist,Motor Vehicle,3/9/20 15:14,Shelburne Rd,911,0,0,0,0,E,SouthEnd,44.44863696,-73.21101382,5,South,NA
20BU004934,SRO Activity,Public Service,3/9/20 15:15,Institute Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.49507747,-73.23626436,4,North,Type 1
20BU004935,Disturbance,Quality of Life,3/9/20 15:21,Cherry St,911,0,0,0,0,D,Downtown,44.47849453,-73.21353858,3,Central,Type 2
20BU004936,Crash - LSA,Motor Vehicle,3/9/20 13:05,College St/Lake St,Online Report,0,0,0,0,D,Downtown,44.477385,-73.21858613,3,Central,NA
20BU004937,Welfare Check,Public Service,3/9/20 15:23,Church St,Phone,0,0,0,0,D,Downtown,44.47961303,-73.21376374,3,Central,Type 2
20BU004938,Suspicious Event,Public Service,3/9/20 15:46,St Paul St,Phone,0,0,0,0,D,Downtown,44.47298293,-73.21245093,6,South,Type 1
20BU004939,Traffic,Motor Vehicle,3/9/20 15:49,Pine St/Cherry St,Officer/Radio,0,0,0,0,D,Downtown,44.47754806,-73.21601914,3,Central,Type 1
20BU004940,Crash - Non-Investigated,Motor Vehicle,3/9/20 16:02,North St/Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48368164,-73.2171502,3,Central,NA
20BU004941,Disturbance,Quality of Life,3/9/20 16:47,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.47948475,-73.21563629,3,Central,Type 2
20BU004942,Found/Lost Property,Public Service,3/9/20 16:51,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48389528,-73.2223823,3,Central,Type 1
20BU004943,Intoxication,Quality of Life,3/9/20 16:52,Pearl St,Phone,0,0,0,1,B,OldNorthEnd,44.47987391,-73.21076412,2,Central,Type 1
20BU004944,Counterfeiting,Financial Crime,3/9/20 17:33,Pine Street,Phone,0,1,0,0,E,SouthEnd,44.46168692,-73.21547597,5,South,Type 1
20BU004945,Foot Patrol,Public Service,3/9/20 17:36,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47800644,-73.21122443,3,Central,Type 1
20BU004946,Crash - Non-Investigated,Motor Vehicle,3/9/20 17:43,Main St/Spear St,911,0,0,0,0,C,UniversityHillSection,44.47433433,-73.1896497,1,East,NA
20BU004947,Crash - Non-Investigated,Motor Vehicle,3/9/20 17:44,Allen St/Murray St,Phone,0,0,0,0,B,OldNorthEnd,44.48344631,-73.21474147,3,Central,NA
20BU004948,Assist - Public,Public Service,3/9/20 17:47,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48384305,-73.22436081,3,Central,Type 1
20BU004949,Fraud,Financial Crime,3/9/20 17:57,Western Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50936522,-73.25939542,4,North,Type 1
20BU004950,Welfare Check,Public Service,3/9/20 17:57,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50983571,-73.24673339,4,North,Type 2
20BU004951,VIN verification,Motor Vehicle,3/9/20 18:01,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48051996,-73.22111877,3,Central,Type 1
20BU004952,Disturbance,Quality of Life,3/9/20 18:33,N Union St,911,0,1,0,0,C,UniversityHillSection,44.4835063,-73.21282258,2,Central,Type 2
20BU004953,Suspicious Event,Public Service,3/9/20 18:40,Murray St,Phone,0,0,0,0,B,OldNorthEnd,44.48376033,-73.21449617,3,Central,Type 1
20BU004954,Crash - Non-Investigated,Motor Vehicle,3/9/20 18:41,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47819224,-73.19365965,1,East,NA
20BU004955,Animal Problem,Animal,3/9/20 18:47,Park St/Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48557096,-73.21943618,3,Central,Type 1
20BU004956,Suspicious Event,Public Service,3/9/20 18:48,North St/Front St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48252018,-73.21931392,3,Central,Type 1
20BU004957,Assault - Simple,Assault,3/9/20 19:31,North St,Phone,0,0,0,1,B,OldNorthEnd,44.48592825,-73.21362107,3,Central,Type 3
20BU004958,TRO/FRO Service,Court Order,3/9/20 19:43,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU004959,Domestic Disturbance,Domestic,3/9/20 20:32,NA,Phone,0,0,1,1,E,SouthEnd,NA,NA,5,South,Type 3
20BU004960,Alarm,Public Service,3/9/20 20:58,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48798778,-73.20800326,2,Central,Type 2
20BU004961,Threats/Harassment,Other,3/9/20 21:12,Ave C,Phone,0,0,0,0,A,NewNorthEnd,44.50629978,-73.24345589,7,North,Type 2
20BU004962,Welfare Check,Public Service,3/9/20 21:24,Sherman St,Phone,0,0,0,0,B,OldNorthEnd,44.48359709,-73.21678229,3,Central,Type 2
20BU004963,Assist - Agency,Assist,3/9/20 21:41,Church St/Main St,Phone,1,0,0,1,D,Downtown,44.47588449,-73.21189965,3,Central,Type 2
20BU004964,Noise,Quality of Life,3/9/20 22:15,Cambrian Way,Phone,0,0,0,0,B,OldNorthEnd,44.4896331,-73.22625974,4,North,Type 1
20BU004965,Ordinance Violation - Other,Quality of Life,3/9/20 22:53,Rt 127/Plattsburgh Ave,Phone,0,0,0,0,A,NewNorthEnd,44.52296711,-73.2571014,7,North,Type 1
20BU004966,Alarm,Public Service,3/9/20 23:03,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48671272,-73.20621104,2,Central,Type 2
20BU004967,Intoxication,Quality of Life,3/9/20 23:12,Battery Park,Phone,1,0,0,0,B,OldNorthEnd,44.48022345,-73.21939348,3,Central,Type 1
20BU004968,Violation of Conditions of Release,Court Order,3/9/20 23:43,Woodbury Rd,Phone,0,0,0,0,A,NewNorthEnd,44.50841078,-73.25706612,4,North,Type 2
20BU004969,Suspicious Event,Public Service,3/9/20 23:56,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48389937,-73.22082298,3,Central,Type 1
20BU004970,Suspicious Event,Public Service,3/9/20 23:59,North St/Elmwood Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48288992,-73.21269239,2,Central,Type 1
20BU004971,Mental Health Issue,Public Service,3/10/20 0:01,Airport Dr,Phone,1,0,0,0,Airport,NA,44.46736664,-73.15582323,NA,NA,Type 2
20BU004972,TRO/FRO Violation,Domestic,3/10/20 0:38,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU004973,Burglary,Property,3/10/20 1:10,Maple St,911,0,0,0,0,E,SouthEnd,44.47292471,-73.20844559,6,South,Type 2
20BU004974,Mental Health Issue,Public Service,3/10/20 1:23,King St,Phone,1,0,0,1,D,Downtown,44.47437047,-73.21105613,6,South,Type 2
20BU004975,Intoxication,Quality of Life,3/10/20 2:18,Pearl St,Phone,0,0,0,1,B,OldNorthEnd,44.4817123,-73.21273423,2,Central,Type 1
20BU004976,Welfare Check,Public Service,3/10/20 3:21,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48341367,-73.22174756,3,Central,Type 2
20BU004977,Alarm,Public Service,3/10/20 3:46,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48260615,-73.21409748,3,Central,Type 2
20BU004978,Suspicious Event,Public Service,3/10/20 4:07,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45845277,-73.206799,6,South,Type 1
20BU004979,Animal Problem,Animal,3/10/20 8:23,Mill Pond Rd,Phone,0,0,0,0,NA,NA,44.52684098,-73.15225082,NA,NA,Type 1
20BU004980,Assist - Agency,Assist,3/10/20 8:23,Riverside Ave C,Phone,0,0,0,0,B,OldNorthEnd,44.48956094,-73.20884688,2,Central,Type 2
20BU004981,Assist - Other,Assist,3/9/20 8:31,Aiport Dr,Phone,0,0,0,0,NA,NA,44.46813385,-73.15408071,NA,NA,Type 1
20BU004982,SRO Activity,Public Service,3/10/20 8:33,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51469082,-73.24986227,7,North,Type 1
20BU004983,Suspicious Event,Public Service,3/10/20 8:34,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48323704,-73.22459993,3,Central,Type 1
20BU004984,Assist - Agency,Assist,3/10/20 9:18,Tracy Dr,Phone,0,0,0,0,A,NewNorthEnd,44.51340998,-73.2559461,4,North,Type 2
20BU004985,Found/Lost Property,Public Service,3/10/20 9:28,Church St.,Phone,0,0,0,0,NA,NA,44.47854932,-73.21180902,3,Central,Type 1
20BU004986,Larceny - from Building,Property,3/10/20 9:32,Colchester Ave,Phone,1,0,0,0,C,UniversityHillSection,44.47894701,-73.1927603,1,East,Type 1
20BU004987,Welfare Check,Public Service,3/10/20 10:59,James Ave/Hope St,911,0,0,0,0,A,NewNorthEnd,44.51361528,-73.24506914,7,North,Type 2
20BU004988,Ordinance Violation - Other,Quality of Life,3/10/20 11:05,Bank St,Phone,0,0,0,0,D,Downtown,44.47968946,-73.21296015,3,Central,Type 1
20BU004989,Welfare Check,Public Service,3/10/20 11:09,Sherman,Phone,0,0,0,0,Airport,NA,44.48332926,-73.21998933,3,Central,Type 2
20BU004990,Foot Patrol,Public Service,3/10/20 11:20,Marketplace,Phone,0,0,0,0,D,Downtown,44.47743251,-73.21355955,3,Central,Type 1
20BU004991,Stolen Vehicle,Property,3/10/20 12:44,Richmond Park And Ride,Officer/Radio,1,0,0,0,NA,NA,44.42313462,-73.01018782,NA,NA,Type 1
20BU004992,Foot Patrol,Public Service,3/10/20 12:49,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47804094,-73.21296623,3,Central,Type 1
20BU004993,TRO/FRO Service,Court Order,3/10/20 12:52,NA,Phone,0,0,1,0,A,NewNorthEnd,NA,NA,4,North,Type 3
20BU004994,Mental Health Issue,Public Service,3/10/20 13:03,Church St/College St,Phone,0,0,0,0,D,Downtown,44.47814164,-73.21308007,3,Central,Type 2
20BU004995,Larceny - from Motor Vehicle,Property,2/26/20 11:22,S Union St,Online Report,0,0,0,0,D,Downtown,44.4808872,-73.20749324,8,East,Type 1
20BU004996,Threats/Harassment,Other,3/10/20 14:34,College St,In Person,0,0,0,0,D,Downtown,44.47780404,-73.21548031,3,Central,Type 2
20BU004997,Threats/Harassment,Other,3/10/20 14:42,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48869063,-73.20654815,2,Central,Type 2
20BU004998,Larceny - from Motor Vehicle,Property,2/27/20 9:10,Loomis St,Online Report,0,0,0,0,C,UniversityHillSection,44.4833601,-73.2012192,1,East,Type 1
20BU004999,Animal Problem,Animal,3/10/20 14:46,West Rd,Phone,0,0,0,0,A,NewNorthEnd,44.51590895,-73.25804623,4,North,Type 1
20BU005000,Found/Lost Property,Public Service,3/10/20 14:49,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50638711,-73.24730035,4,North,Type 1
20BU005001,Larceny - from Building,Property,2/26/20 11:33,College St.,Online Report,0,0,0,0,C,UniversityHillSection,44.47901123,-73.20801551,8,East,Type 1
20BU005002,Crash - LSA,Motor Vehicle,3/1/20 12:14,N Prospect St,Online Report,0,0,0,0,C,UniversityHillSection,44.4830226,-73.20219946,1,East,NA
20BU005003,Domestic Disturbance,Domestic,3/10/20 14:57,NA,Phone,0,0,0,0,D,Downtown,NA,NA,3,Central,Type 3
20BU005004,Suspicious Event,Public Service,2/28/20 19:17,Walnut St,Online Report,0,0,0,0,B,OldNorthEnd,44.48875262,-73.21135282,2,Central,Type 1
20BU005005,Crash - LSA,Motor Vehicle,3/1/20 15:12,Cherry St,Online Report,0,0,0,0,D,Downtown,44.48048699,-73.21122095,3,Central,NA
20BU005006,Domestic Disturbance,Domestic,3/10/20 15:14,NA,Phone,0,0,0,0,E,SouthEnd,NA,NA,6,South,Type 3
20BU005007,Crash - LSA,Motor Vehicle,3/1/20 15:38,Main St,Online Report,0,0,0,0,D,Downtown,44.47585853,-73.21033397,8,East,NA
20BU005008,Motor Vehicle Complaint,Motor Vehicle,3/10/20 15:21,North Ave/Leddy Park Rd,Phone,0,0,0,0,A,NewNorthEnd,44.50805026,-73.24205316,7,North,Type 1
20BU005009,Crash - Property damage only,Motor Vehicle,2/13/20 13:10,S Prospect St,Online Report,0,0,0,0,C,UniversityHillSection,44.48126081,-73.19986507,1,East,NA
20BU005010,Subpoena Service,Court Order,3/10/20 15:33,Pearl St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48153372,-73.20327848,1,East,Type 1
20BU005011,Larceny - from Motor Vehicle,Property,3/2/20 14:16,Pearl St W,Online Report,0,0,0,0,D,Downtown,44.48174976,-73.20821577,8,East,Type 1
20BU005012,Crash - LSA,Motor Vehicle,3/2/20 15:58,Pine St,Online Report,0,0,0,0,D,Downtown,44.47589589,-73.2143385,3,Central,NA
20BU005013,Found/Lost Property,Public Service,3/2/20 18:10,S Willard St,Online Report,0,0,0,0,E,SouthEnd,44.47401905,-73.20719851,6,South,Type 1
20BU005014,Sexual Assault,Assault,3/10/20 15:44,NA,Phone,0,0,0,1,C,UniversityHillSection,NA,NA,1,East,Type 3
20BU005015,Drugs,Drugs,3/10/20 15:45,North Ave,Phone,0,1,0,0,A,NewNorthEnd,44.51335631,-73.25067464,7,North,Type 1
20BU005016,Crash - LSA,Motor Vehicle,3/3/20 10:26,S Prospect St / Burlington Country Club,Online Report,0,0,0,0,NA,NA,44.46719506,-73.19545122,6,South,NA
20BU005017,Crash - Property damage only,Motor Vehicle,3/3/20 9:07,Shelburne St/Prospect Pkwy,Online Report,0,0,0,0,E,SouthEnd,44.4564225,-73.20999993,5,South,NA
20BU005018,Suspicious Event,Public Service,3/3/20 2:40,36 1/2 Chase St,Online Report,0,0,0,0,B,OldNorthEnd,44.4873255,-73.21098169,2,Central,Type 1
20BU005019,Traffic,Motor Vehicle,3/10/20 15:58,Riverside Ave/Colchester Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48984999,-73.1864731,1,East,Type 1
20BU005020,Disorderly Conduct,Quality of Life,3/10/20 16:01,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48127779,-73.1929344,1,East,Type 2
20BU005021,Ordinance Violation - Other,Quality of Life,3/10/20 16:01,College St,Phone,0,0,0,0,D,Downtown,44.47598943,-73.21109839,8,East,Type 1
20BU005022,Crash - LSA,Motor Vehicle,3/3/20 13:53,Lakeside Ave,Online Report,0,0,0,0,E,SouthEnd,44.46086502,-73.21840679,5,South,NA
20BU005023,Crash - Property damage only,Motor Vehicle,3/3/20 15:48,College Street,Online Report,0,0,0,0,D,Downtown,44.47623161,-73.20957948,8,East,NA
20BU005024,Crash - Injury to person(s),Motor Vehicle,3/10/20 16:09,North Ave/Beltline,Phone,0,0,0,0,A,NewNorthEnd,44.50184264,-73.23704633,4,North,NA
20BU005025,Suspicious Event,Public Service,3/4/20 8:08,Northgate Rd,Online Report,0,0,0,0,A,NewNorthEnd,44.52118442,-73.26751177,4,North,Type 1
20BU005026,Violation of Conditions of Release,Court Order,3/10/20 16:57,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48597913,-73.22458753,3,Central,Type 2
20BU005027,Assist - Agency,Assist,3/10/20 17:00,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.46014119,-73.20854167,6,South,Type 2
20BU005028,Found/Lost Property,Public Service,3/10/20 17:10,Cherry St / St Paul St,Phone,0,0,0,0,D,Downtown,44.47828105,-73.21578692,3,Central,Type 1
20BU005029,Assist – Motorist,Motor Vehicle,3/10/20 17:22,VT 127 / North Beach Exit,Phone,0,0,0,0,NA,NA,44.49359209,-73.23404342,4,North,NA
20BU005030,Assist - Other,Assist,3/10/20 17:44,Van Patten Pkwy,Phone,0,0,0,0,A,NewNorthEnd,44.50837557,-73.23800429,7,North,Type 1
20BU005031,Intoxication,Quality of Life,3/10/20 17:46,Cherry St,Phone,0,0,0,0,D,Downtown,44.47915662,-73.2131611,3,Central,Type 1
20BU005032,Animal Problem,Animal,3/10/20 18:38,Sherman St,Phone,0,0,0,0,B,OldNorthEnd,44.48388757,-73.21819291,3,Central,Type 1
